N,P,K,temperature,humidity,ph,rainfall,label
22,69,80,20.65363308,19.62871908,8.465413582,93.46913918,chickpea
46,66,76,19.29433261,15.3725677,8.779515434,93.78891682,chickpea
42,78,76,18.10493037,17.0162839,6.608095477,79.28464504,chickpea
30,55,78,19.37314451,15.15000668,8.514152104,70.66491699,chickpea
46,64,77,18.22536372,19.56763358,8.896226385,94.32472661,chickpea
29,60,81,19.89612292,17.88620689,6.92635277,92.43496514,chickpea
26,59,81,19.6258682,18.36746984,7.99464941,72.45431302,chickpea
35,68,75,20.96879544,16.5718527,8.300235189,78.23109544,chickpea
51,68,75,20.19792116,18.2233842,6.900638058,91.26482019,chickpea
34,66,84,18.34021947,18.38314805,8.481261038,83.01002655,chickpea
38,68,81,18.03414227,16.3592462,8.347921404,89.96913023,chickpea
35,77,82,18.40746465,19.40181783,6.988391789,82.93236139,chickpea
50,71,80,20.90409231,17.06038298,7.724463317,91.10923607,chickpea
25,67,81,18.44073585,19.7679316,7.722576857,91.99955729,chickpea
58,80,77,19.74120813,15.22575829,6.639619064,80.19445033,chickpea
60,76,75,19.19368926,19.59782242,6.455058203,71.03608377,chickpea
46,63,82,18.12302162,15.25048263,7.316846689,74.86849484,chickpea
45,64,80,19.00307299,19.86413929,8.712675619,73.45768914,chickpea
55,63,83,18.93269621,16.86497371,6.234172685,75.59474861,chickpea
23,60,77,18.07679428,17.17421323,7.528415333,77.18831882,chickpea
31,60,78,18.36399503,16.23054544,6.005091141,75.27989168,chickpea
39,75,80,18.65854142,19.14793977,7.153207359,70.85392382,chickpea
34,78,80,18.19534927,19.54908224,8.585689585,82.06484865,chickpea
43,70,76,20.54327189,15.90984365,8.7063509,89.85457013,chickpea
41,77,76,19.26716763,19.38677407,8.77465267,73.84054111,chickpea
23,73,84,19.89631413,16.9135164,7.879670498,79.42697131,chickpea
54,55,78,20.12973887,18.4991,8.999250879,81.38990555,chickpea
32,69,79,18.81044544,15.02781096,8.882534682,78.73302796,chickpea
27,58,78,19.41902695,15.19701556,7.10890551,90.7271993,chickpea
30,63,80,19.53501687,17.19037877,7.188872111,92.13297028,chickpea
48,65,79,18.95456293,17.56033125,6.453607234,87.63237716,chickpea
22,67,75,20.1796377,16.22545584,8.495377205,67.80859761,chickpea
58,62,75,20.33310296,19.40238058,6.904887679,84.18418877,chickpea
51,72,76,20.00941736,19.7937149,8.248371203,72.2857873,chickpea
26,62,79,19.63931888,17.31822811,6.188344675,94.39461241,chickpea
50,68,80,19.55555872,15.53329188,8.356302169,85.64413214,chickpea
53,68,85,18.20928735,17.7717177,6.264194223,87.7968269,chickpea
45,56,83,19.25157815,19.17445672,7.491320884,66.87102791,chickpea
60,70,80,18.42373291,18.27641564,7.668387242,82.54722762,chickpea
33,65,81,19.45860158,18.79361788,6.714808878,70.1772082,chickpea
28,57,75,19.98032925,16.56245111,8.840540851,74.0626209,chickpea
55,57,83,20.63353412,19.07230123,8.92095962,66.38481375,chickpea
48,56,75,18.05517275,19.9679421,8.956521939,88.65407671,chickpea
33,62,84,19.18803541,15.29181595,7.654660246,66.55157168,chickpea
59,65,84,18.16974575,15.65661659,8.407416191,91.38607716,chickpea
24,61,80,18.89984594,15.77639492,8.172297533,69.87890144,chickpea
59,63,76,18.36809047,18.01793124,8.495384961,83.82275501,chickpea
32,76,76,19.12336298,15.95134384,7.758510211,88.92857392,chickpea
21,62,78,20.76462713,15.18415808,6.163413274,76.60224708,chickpea
24,60,78,20.31292204,16.01966711,8.968859711,91.59602783,chickpea
43,64,79,18.26065242,19.07477169,8.079333305,66.03489392,chickpea
33,79,75,20.95843562,15.29798124,6.716527853,78.25145303,chickpea
39,79,80,18.00594701,17.52202278,8.876517698,72.83133368,chickpea
56,76,81,19.42047245,15.54872161,7.636507651,85.92921447,chickpea
55,57,83,20.32920922,18.02356802,6.439372527,68.62071275,chickpea
33,66,79,18.30652731,18.50321177,8.730968389,86.48252263,chickpea
41,64,79,19.57497519,18.11008034,8.927046301,70.38801632,chickpea
26,62,81,20.10064493,16.74919193,6.984401175,74.33318193,chickpea
60,62,78,19.44003106,19.76272218,8.003468994,84.13358294,chickpea
22,69,76,18.48854305,15.38859434,6.656115926,69.3394659,chickpea
23,62,81,19.35961962,17.32936589,7.939863391,85.26682538,chickpea
46,67,78,20.42543567,18.84412104,6.23650308,88.86517161,chickpea
27,75,79,19.8135822,18.52300878,8.362596787,82.79876587,chickpea
45,55,81,20.20919924,18.36736863,8.831327292,78.56588448,chickpea
44,68,85,20.51082122,18.75276763,6.404516584,84.14743801,chickpea
52,79,75,19.3316012,15.67884524,8.916878945,71.24438628,chickpea
47,78,84,19.17909544,18.34025489,6.912773983,78.99216402,chickpea
38,76,76,20.38196281,19.94090171,7.866463373,89.08929564,chickpea
26,56,80,20.93919968,18.34256681,6.675640861,82.84145919,chickpea
32,70,85,18.44455948,17.14420994,8.676980156,83.33371392,chickpea
20,75,76,19.16479974,16.23826484,6.975555793,90.51742255,chickpea
26,65,81,18.60334999,19.73423896,6.168884675,72.58122865,chickpea
22,60,79,20.54420081,19.06660206,7.092088757,67.88122125,chickpea
38,74,81,19.61777627,15.35074862,6.577083144,92.36209627,chickpea
48,78,75,18.83954999,16.32868118,8.14283904,74.46505455,chickpea
36,75,79,19.05439714,16.75246069,8.918952577,69.16731379,chickpea
42,75,82,19.46575149,17.65423903,8.547020348,74.40357796,chickpea
23,75,77,19.7504642,19.79007744,8.828550734,92.88071409,chickpea
54,70,81,20.91861922,18.82645557,8.590661337,86.73235362,chickpea
42,57,85,20.40810213,15.8112048,7.854118095,87.85410352,chickpea
40,80,80,18.32181563,16.53481994,7.452873991,93.79634481,chickpea
26,70,81,18.45145806,19.38237555,8.429588853,69.49650416,chickpea
32,77,78,20.97266432,18.40893776,8.979175983,82.05193192,chickpea
56,63,81,19.7071415,15.69521334,8.309019657,75.7856249,chickpea
45,65,81,19.01884336,19.08578208,6.463676595,88.83525505,chickpea
22,65,75,20.33703147,19.64844402,7.058101874,91.28631047,chickpea
47,62,82,20.19292092,16.75188582,6.914583179,77.17288432,chickpea
41,75,77,18.69277445,15.85472432,6.625813199,89.04268596,chickpea
22,64,83,18.59532666,19.5836264,6.360363273,78.34241053,chickpea
57,76,75,18.08721484,17.38725243,6.204302303,75.07756776,chickpea
42,80,75,20.04714687,15.32968972,7.018780665,87.15802944,chickpea
29,61,84,19.68271506,15.33574632,8.598500738,66.47265633,chickpea
39,66,78,18.34245232,19.76045924,8.586575811,78.37734922,chickpea
53,64,77,18.96767687,17.42766443,7.639840555,73.52138915,chickpea
56,68,77,18.41366289,17.20003777,7.958740889,90.13854269,chickpea
43,65,76,20.34784505,18.94276656,7.752123421,72.9316719,chickpea
22,64,77,18.92874215,15.12808356,6.118282841,87.49916606,chickpea
33,70,83,18.81275224,16.38994927,8.309251509,77.06188638,chickpea
24,80,75,20.75224413,17.66090405,8.431013037,81.06081031,chickpea
26,58,75,18.35550448,16.54467763,6.940176729,71.53580992,chickpea
50,63,75,18.43645565,17.53905056,8.364537802,91.85125886,chickpea
42,69,76,20.66123704,15.13676859,7.232782903,84.12322755,chickpea
43,64,82,20.61532889,15.37224928,7.707374264,78.69171011,chickpea
47,68,85,18.12441465,18.06504327,6.17889812,75.72748261,chickpea
41,78,79,19.12726378,19.88277158,8.792762222,67.62452929,chickpea
27,78,77,18.57706786,15.7727739,7.76286777,83.12572175,chickpea
30,74,79,19.98638454,17.05140421,7.521120365,93.09398985,chickpea
57,75,84,19.15491482,17.02895276,8.647935923,79.76077127,chickpea
46,58,84,19.34742084,17.78886118,8.840547099,77.40694388,chickpea
58,77,80,18.83612916,19.30561291,8.460151222,67.1074167,chickpea
57,80,75,19.75047259,16.78058465,8.382947278,84.40004018,chickpea
30,74,78,19.72502284,16.07490517,7.808946831,68.30637204,chickpea
58,73,76,19.34068376,16.1617167,7.284917645,74.55310159,chickpea
38,78,77,18.66276068,16.77926413,7.835533009,76.60346173,chickpea
29,77,80,19.80410184,19.39711309,6.573978147,75.25026563,chickpea
40,65,81,19.08515057,19.42561005,7.61244036,69.33568918,chickpea
58,66,77,19.57545531,19.39817618,7.787675598,76.42956769,chickpea
29,79,82,18.45149463,17.80626123,8.000759845,84.66622536,chickpea
42,73,79,19.96014332,18.5368562,7.881248188,70.30935987,chickpea
31,72,76,19.85846602,15.31670593,8.342235532,74.66930036,chickpea
56,65,81,20.46220317,17.48358412,7.578098197,83.23882761,chickpea
55,59,81,18.80380119,16.9835294,6.609689506,74.02601602,chickpea
25,65,81,20.75679205,16.66142302,8.132996191,89.68121929,chickpea
20,55,77,19.34967398,18.09955123,6.294611206,71.67043809,chickpea
48,80,82,20.59778611,16.10630495,6.543120449,67.74936031,chickpea
26,74,83,20.24319966,19.00479722,8.280568705,83.21822999,chickpea
37,59,75,20.30542755,15.65146921,8.714826633,93.7269893,chickpea
56,70,82,20.96363295,18.15616945,8.412173459,79.98313857,chickpea
27,58,84,18.81650035,19.25236977,7.052248906,85.63265597,chickpea
53,56,78,19.57641366,17.84568921,7.215919815,92.873686,chickpea
34,65,75,19.06546213,15.2589156,7.487263575,69.07904181,chickpea
35,74,80,19.57946789,18.07261629,7.590772037,70.96823688,chickpea
41,70,82,19.19003434,16.0065497,8.598032431,73.28416802,chickpea
39,57,76,19.57677168,19.26581562,7.011370673,82.94110497,chickpea
30,70,82,18.44948812,15.51839874,8.457862787,79.88686179,chickpea
50,70,83,20.57385987,16.18570121,8.404339026,70.65300926,chickpea
27,62,83,19.424392,19.73087733,8.948470459,89.42208126,chickpea
36,63,82,20.87299164,15.08649956,8.24649594,81.13471718,chickpea
32,73,80,19.63540678,15.21377542,7.275414937,88.17280966,chickpea
32,67,77,19.16331446,17.88825289,7.408030369,73.57966999,chickpea
59,73,77,20.50858645,16.28790929,7.934860606,81.0961453,chickpea
23,68,79,19.90484672,19.72301185,8.124923833,94.92736328,chickpea
60,59,78,18.20385301,19.71060109,8.686587325,90.36597648,chickpea
45,68,79,19.84325998,15.34262411,8.609800463,70.38250696,chickpea
38,67,76,18.74339267,16.75159046,6.676715272,76.49004717,chickpea
41,66,77,18.27811739,15.60163848,6.122361415,67.7263588,chickpea
51,78,76,18.55130949,19.51040998,7.39536297,72.2400354,chickpea
50,79,85,19.98956437,19.11536186,8.825875599,83.2025916,chickpea
20,55,78,19.27660831,19.16330705,6.463112227,81.8697612,chickpea
48,75,75,19.90830168,19.48737455,6.126454039,83.33817265,chickpea
40,63,79,18.23197498,15.44672062,6.8271862,80.42701808,chickpea
56,60,82,19.78082478,18.48588352,6.904607997,76.52348847,chickpea
24,62,84,19.34445144,16.68699954,7.978638375,92.47909688,chickpea
44,70,84,19.99336169,19.69706392,6.819686712,88.70490101,chickpea
33,58,82,19.68256274,15.86145487,7.426620128,83.64090088,chickpea
59,63,80,18.50340869,17.11631313,6.840728761,66.45125957,chickpea
26,73,76,20.98785838,19.06413363,7.376721062,66.95469877,chickpea
54,69,81,18.24860982,19.01267088,7.832254266,69.78817345,chickpea
39,70,77,20.90750587,16.52526032,8.015013504,88.41899993,chickpea
45,64,77,18.03712446,17.98391377,6.7872272,86.15765696,chickpea
21,78,82,20.51837745,17.18799611,7.125746364,66.78006003,chickpea
41,71,77,18.93701433,18.38034332,7.791585496,66.89020449,chickpea
32,57,83,18.59621536,17.85083436,7.700812177,76.82564825,chickpea
33,61,83,20.04257151,19.34814822,8.326541,75.75882796,chickpea
29,73,76,18.06749227,16.13151862,8.713414325,92.98739573,chickpea
41,74,79,19.75932869,18.13002335,6.807994212,85.7656128,chickpea
52,77,85,20.44171119,19.29961755,7.664788918,72.71702646,chickpea
49,56,85,20.4684126,18.84686752,8.30511413,74.6977087,chickpea
35,55,83,20.83503788,16.5710968,8.584712493,79.45409195,chickpea
30,67,85,18.25107036,18.79305135,8.987092768,73.75034434,chickpea
55,72,83,18.64369532,17.59065039,6.526792233,76.95450414,chickpea
28,68,78,20.19572427,15.15871309,8.038845126,76.68331523,chickpea
30,56,80,18.21752031,17.06196405,7.42358571,81.08742389,chickpea
39,66,85,19.94828707,18.55703485,6.719674649,82.27778971,chickpea
46,67,83,20.58961165,17.11547294,7.844594423,76.97993147,chickpea
52,67,82,20.60397913,19.30631873,8.668640947,76.35911543,chickpea
35,62,75,18.76467007,15.61629976,6.871274627,87.2331404,chickpea
5,58,23,18.98922462,22.42824214,6.811348512,69.96653635,kidneybeans
2,59,18,17.06750251,21.23236532,6.15710482,127.9044529,kidneybeans
14,71,15,21.45302727,18.84714684,6.068164333,146.7764151,kidneybeans
25,63,18,22.82197366,21.42478279,6.972087408,107.7968141,kidneybeans
35,76,23,21.57744447,22.66429357,6.517283426,107.9757054,kidneybeans
18,55,19,22.59323063,19.01912991,6.652157715,75.95495884,kidneybeans
40,72,19,16.37778613,19.85679796,6.237037859,145.4284052,kidneybeans
14,57,19,22.38403569,19.65867376,6.487855383,90.76404638,kidneybeans
8,80,18,19.23690545,23.89953299,6.214720826,145.5610479,kidneybeans
18,79,21,20.24924805,24.5666842,6.673128874,134.6385507,kidneybeans
13,70,21,19.95972943,23.57165149,6.426713612,127.5491606,kidneybeans
6,61,22,18.2643331,22.08486173,6.210317886,108.3804377,kidneybeans
38,79,21,16.64634467,19.87911984,6.240876228,102.6893893,kidneybeans
21,77,25,20.40684017,18.91432582,6.136813112,108.1225701,kidneybeans
17,62,15,24.84331425,25.73347178,6.024585684,142.0142367,kidneybeans
5,58,15,16.49888173,18.83408455,6.720022389,61.54076309,kidneybeans
5,69,16,21.01822475,22.89038588,6.441167168,114.1068872,kidneybeans
16,74,22,24.20131704,22.99131079,6.902724099,63.27463748,kidneybeans
25,58,25,24.74359905,21.32129119,6.341764778,99.26289321,kidneybeans
33,59,22,17.50486487,19.1618801,6.24270763,145.6676716,kidneybeans
13,62,16,16.99283342,25.769709,6.103819037,82.48071139,kidneybeans
31,73,17,18.30871579,18.7545548,6.479446532,104.1163999,kidneybeans
13,58,20,17.70956031,21.48422507,6.19999007,115.9254,kidneybeans
39,79,22,22.05879782,25.15840638,6.437149413,86.75678729,kidneybeans
1,68,16,20.87830475,20.56739993,6.904423204,136.9151026,kidneybeans
4,63,20,21.28947155,24.61085491,6.349002883,138.409586,kidneybeans
13,56,20,22.25354356,20.63417479,6.726635554,111.7984267,kidneybeans
32,80,24,23.71915083,24.62389592,6.038521424,130.1044075,kidneybeans
12,55,18,22.72790627,25.55660695,6.567835995,111.7336293,kidneybeans
23,78,18,24.58648868,19.38440872,6.863833721,141.0095657,kidneybeans
11,73,17,18.90903256,20.84641597,6.84428095,124.7508185,kidneybeans
1,66,24,16.62664794,23.99232029,6.466327677,144.7870327,kidneybeans
28,57,24,23.90755515,19.47063299,6.742565199,86.84360058,kidneybeans
28,77,23,22.7009336,24.96419577,6.67136691,129.4900326,kidneybeans
0,73,24,18.23320606,22.97949493,6.567026134,85.68395689,kidneybeans
8,62,19,16.90558467,25.97856722,6.180705617,143.1927844,kidneybeans
14,63,19,19.46974079,25.43269952,6.868500717,102.1698808,kidneybeans
19,61,19,23.67721875,18.51768966,6.149970929,148.5698139,kidneybeans
38,78,15,18.64067577,22.79325224,6.543267314,90.3544726,kidneybeans
37,64,15,19.71246151,23.40388611,6.377347441,113.9024303,kidneybeans
16,72,25,20.8814676,24.96831658,6.072230961,136.2207327,kidneybeans
25,61,23,16.38029296,23.06200609,6.147991587,78.2885622,kidneybeans
32,68,18,24.73012629,21.22201598,6.217159066,134.3627488,kidneybeans
23,80,21,20.53309948,22.05365477,6.019079678,125.740348,kidneybeans
21,78,18,24.50546241,24.99209775,6.451745893,65.28484725,kidneybeans
1,72,21,19.46973478,18.10564877,6.967103943,129.5118832,kidneybeans
8,64,21,17.86112282,18.77935039,6.980887832,63.06908343,kidneybeans
31,55,23,22.22402454,18.19011634,6.557060865,70.1354016,kidneybeans
35,65,21,21.02737347,20.71909044,6.026062768,107.5628738,kidneybeans
34,79,25,21.00271615,22.2070688,6.140199149,145.0380166,kidneybeans
38,66,18,24.02253816,23.09612607,6.473613477,78.05379431,kidneybeans
35,63,24,23.57826704,21.53478472,6.25761596,122.490608,kidneybeans
4,80,22,23.75781653,21.89017314,6.676682521,84.77156108,kidneybeans
39,75,24,22.79020345,25.28811483,6.57765075,149.113391,kidneybeans
12,75,16,17.60904812,20.89614239,6.707153115,90.43188011,kidneybeans
11,62,17,18.90101862,23.9955559,6.071657506,106.6765252,kidneybeans
33,74,25,18.05067178,18.82112601,6.677101771,145.0624624,kidneybeans
37,78,24,19.19844322,19.29749611,6.638605286,121.9760377,kidneybeans
25,73,21,24.87705597,18.37672751,6.667487775,98.67968342,kidneybeans
2,55,19,18.69801025,24.38003888,6.703358097,127.7560224,kidneybeans
23,59,16,19.26572,23.28829211,6.813131398,111.2577696,kidneybeans
27,56,15,22.895556,22.35290685,6.632335734,134.3093844,kidneybeans
37,72,19,18.10990186,21.30481428,6.461554424,115.3991038,kidneybeans
5,60,21,19.38482314,19.3217009,6.78040543,140.2759989,kidneybeans
0,77,18,24.46605683,24.62616827,6.47218236,116.2309038,kidneybeans
24,57,19,24.65213857,24.62855066,6.098037078,72.97823886,kidneybeans
25,73,22,21.95295904,23.42075106,6.629999748,67.31094232,kidneybeans
39,70,20,22.04465964,21.68106097,6.023327054,126.5823414,kidneybeans
28,72,21,20.76251893,24.20698089,6.119056672,114.6616188,kidneybeans
20,60,21,24.67847048,22.21460087,6.986419895,98.19281862,kidneybeans
2,55,16,20.56458008,22.09149046,6.352323629,134.8606778,kidneybeans
28,64,17,18.90667457,23.20902513,6.474183018,143.698577,kidneybeans
24,61,17,19.63728969,22.41475859,6.907599107,65.74258947,kidneybeans
28,60,20,22.19690225,18.65360619,6.283333391,133.3840704,kidneybeans
35,71,18,22.64732939,20.75994318,6.21316033,75.93091765,kidneybeans
10,57,23,24.05930593,18.77062515,6.354011181,64.37338694,kidneybeans
30,75,25,16.50378229,22.64534265,6.575304596,144.1575522,kidneybeans
21,56,20,22.5449547,25.21865733,6.330275216,118.3176638,kidneybeans
29,60,23,20.85566276,21.25465719,6.380674013,95.5141487,kidneybeans
15,60,17,24.76246956,25.49100861,6.849598753,129.2187953,kidneybeans
10,57,16,21.8103598,23.1937413,6.53443874,142.0225799,kidneybeans
28,76,16,24.71980841,22.77729919,6.217009085,82.34291432,kidneybeans
12,80,21,18.36814102,22.75846921,6.875057514,139.2892644,kidneybeans
10,61,21,18.61579084,25.28040632,6.410533812,71.78774165,kidneybeans
15,56,23,22.87224038,25.39128299,6.207990397,71.624182,kidneybeans
4,68,20,22.26699902,22.59960712,6.035860015,99.73937536,kidneybeans
21,58,17,21.90705224,21.82416223,6.790429794,66.01289559,kidneybeans
35,72,19,19.24035913,19.72727297,6.197955541,126.4434497,kidneybeans
24,68,22,24.78788844,19.128277,6.980203998,143.6142072,kidneybeans
10,80,20,19.0510091,25.18320944,6.703650352,73.93197363,kidneybeans
22,69,25,24.18052084,25.62017685,6.253280739,124.4995127,kidneybeans
16,71,18,16.98870434,19.89297384,6.156902892,90.88350987,kidneybeans
28,70,24,23.75567171,22.40612041,6.567204547,135.9716617,kidneybeans
31,74,16,24.53330445,21.13459408,6.371047958,126.945144,kidneybeans
1,74,25,20.66360527,23.45672494,6.962377965,134.0152629,kidneybeans
37,75,25,20.67363642,19.74808747,6.246433528,116.6522933,kidneybeans
39,77,22,17.92346961,20.24355546,6.33022269,81.66562515,kidneybeans
5,79,23,22.91979253,23.70795867,6.064734646,116.2505119,kidneybeans
11,75,16,21.7916926,22.10432712,6.907800683,101.5771851,kidneybeans
16,63,17,21.84404039,18.64296513,6.830885816,96.05765284,kidneybeans
15,73,23,17.73937579,23.78091878,6.657783128,89.08964703,kidneybeans
11,78,25,24.36437622,23.61732796,6.541385337,103.9660957,kidneybeans
38,73,24,20.74350011,25.74743234,6.096919704,82.00631479,kidneybeans
39,71,15,22.65749916,19.69045015,6.854416643,88.53720885,kidneybeans
